seq,species,y,x
AB066251,Crocidura_dsinezumi,34.43294,134.33694
AB066252,Crocidura_lasiura,43.88,125.32278000000001
AB066253,Crocidura_lasiura,36.5,127.75
AB066254,Crocidura_attenuata,24.1469,120.6839
AB066255,Crocidura_attenuata,22.49555,120.61443999999999
AB066256,Crocidura_watasei,28.26667,129.35
AB066261,Crocidura_attenuata,20.71094,110.03647
AB072207,Myodes_rutilus,43.58444,142.45972
AB072208,Myodes_rutilus,43.25,143.58333000000002
AB072209,Myodes_rutilus,42.975,144.37472
AB072210,Myodes_rutilus,44.0,143.0
AB072211,Myodes_rutilus,44.0,143.0
AB072212,Myodes_rutilus,43.323609999999995,145.575
AB072213,Myodes_rutilus,43.323609999999995,145.575
AB072214,Myodes_rutilus,48.48271,135.08379
AB072215,Myodes_rutilus,59.5638,150.80347
AB072216,Myodes_rutilus,59.5638,150.80347
AB072217,Myodes_rutilus,59.5638,150.80347
AB072218,Myodes_rutilus,55.0415,82.9346
AB072219,Myodes_rutilus,55.0415,82.9346
AB072220,Myodes_rutilus,53.04444,158.65076000000002
AB072221,Myodes_rutilus,53.04444,158.65076000000002
AB072222,Myodes_rutilus,58.527440000000006,39.955059999999996
AB072223,Myodes_rutilus,46.95407,142.73603
AB072224,Myodes_rutilus,53.589909999999996,142.95313000000002
AB073791,Apodemus_peninsulae,51.0,143.0
AB073792,Apodemus_peninsulae,51.0,143.0
AB073793,Apodemus_peninsulae,51.0,143.0
AB073795,Apodemus_peninsulae,59.5638,150.80347
AB073801,Apodemus_peninsulae,60.0,100.0
AB073802,Apodemus_peninsulae,60.0,100.0
AB073803,Apodemus_peninsulae,60.0,100.0
AB073804,Apodemus_peninsulae,60.0,100.0
AB073805,Apodemus_peninsulae,60.0,100.0
AB073806,Apodemus_peninsulae,60.0,100.0
AB073807,Apodemus_peninsulae,60.0,100.0
AB073808,Apodemus_peninsulae,60.0,100.0
AB075974,Cynocephalus_volans,7.275289999999999,124.51903999999999
AB075975,Paradoxurus_hermaphroditus,7.275289999999999,124.51903999999999
AB077059,Crocidura_dsinezumi,44.0,143.0
AB077060,Crocidura_dsinezumi,40.81667,140.73333
AB077061,Crocidura_dsinezumi,39.71667,140.11667
AB077062,Crocidura_dsinezumi,38.02496,138.35931000000002
AB077063,Crocidura_dsinezumi,36.50747,138.98235
AB077064,Crocidura_dsinezumi,34.23333,135.16666999999998
AB077065,Crocidura_dsinezumi,34.23333,135.16666999999998
AB077066,Crocidura_dsinezumi,34.06667,134.56667
AB077067,Crocidura_dsinezumi,33.61667,132.85
AB077068,Crocidura_dsinezumi,33.61667,132.85
AB077069,Crocidura_dsinezumi,33.6,130.41666999999998
AB077070,Crocidura_dsinezumi,33.50972,126.52193999999999
AB077074,Crocidura_watasei,27.83638,128.88125
AB077075,Crocidura_shantungensis,37.5017,130.85299999999998
AB077076,Crocidura_shantungensis,37.5017,130.85299999999998
AB077077,Crocidura_shantungensis,33.390264,126.54267
AB077078,Crocidura_shantungensis,33.390264,126.54267
AB077079,Crocidura_shantungensis,36.5,127.75
AB077080,Crocidura_shantungensis,42.86179,132.41564
AB077081,Crocidura_shantungensis,42.86179,132.41564
AB077082,Crocidura_shantungensis,42.965559999999996,131.73028
AB077083,Crocidura_sibirica,38.13407,85.52977
AB077084,Crocidura_sibirica,38.13407,85.52977
AB077085,Crocidura_sibirica,41.76055,86.15231
AB077088,Crocidura_sibirica,46.242309999999996,95.26691
AB077089,Crocidura_sibirica,55.0415,82.9346
AB077090,Crocidura_suaveolens,48.2082,16.37169
AB077146,Crocidura_dsinezumi,39.6,141.35
AB077147,Crocidura_dsinezumi,37.75,140.46667
AB077148,Crocidura_lasiura,36.5,127.75
AB077149,Crocidura_shantungensis,37.5017,130.85299999999998
AB077150,Crocidura_shantungensis,36.6648,126.5342
AB077151,Crocidura_shantungensis,33.390264,126.54267
AB077152,Crocidura_shantungensis,35.483333,126.88333300000001
AB077270,Crocidura_dsinezumi,44.0,143.0
AB077271,Crocidura_dsinezumi,44.0,143.0
AB077272,Crocidura_dsinezumi,44.0,143.0
AB077273,Crocidura_dsinezumi,39.6,141.35
AB077274,Crocidura_dsinezumi,37.88637,139.00589
AB077275,Crocidura_dsinezumi,33.6,130.41666999999998
AB077276,Crocidura_dsinezumi,33.390264,126.54267
AB077277,Crocidura_dsinezumi,33.390264,126.54267
AB077278,Crocidura_shantungensis,42.965559999999996,131.73028
AB077279,Crocidura_sibirica,55.0415,82.9346
AB077280,Crocidura_suaveolens,48.2082,16.37169
AB077321,Crocidura_lasiura,35.483333,126.88333300000001
AB097256,Capricornis_crispus,38.23333,140.36667
AB097257,Capricornis_crispus,35.15,137.86667
AB097258,Capricornis_crispus,35.844809999999995,137.69268
AB097259,Capricornis_crispus,35.844809999999995,137.69268
AB097260,Capricornis_crispus,32.971059999999994,131.47675
AB104503,Myodes_andersoni,36.65,138.18333
AB104504,Myodes_andersoni,36.65,138.18333
AB104505,Myodes_andersoni,36.65,138.18333
AB104506,Myodes_smithii,35.685359999999996,139.75309
AB104507,Myodes_smithii,35.685359999999996,139.75309
AB104508,Myodes_smithii,34.50306,136.67186999999998
AB107874,Chimarrogale_himalayica,24.03139,121.14222
AB107875,Chimarrogale_himalayica,24.03139,121.14222
AB108702,Chimarrogale_platycephalus,37.88637,139.00589
AB108703,Chimarrogale_platycephalus,37.88637,139.00589
AB108704,Chimarrogale_platycephalus,37.88637,139.00589
AB108705,Chimarrogale_platycephalus,40.81667,140.73333
AB108706,Chimarrogale_platycephalus,40.95686,141.33106
AB108707,Chimarrogale_platycephalus,32.78379,130.73147
AB108708,Chimarrogale_platycephalus,39.6,141.68333
AB108709,Chimarrogale_platycephalus,39.6,141.35
AB108710,Chimarrogale_platycephalus,38.67807,141.44314
AB108711,Chimarrogale_platycephalus,38.914471999999996,139.836444
AB108712,Chimarrogale_platycephalus,38.23333,139.48333
AB108713,Chimarrogale_platycephalus,33.23333,130.3
AB108714,Chimarrogale_platycephalus,35.07693,132.56111
AB108715,Chimarrogale_platycephalus,35.77333,136.19725
AB108716,Chimarrogale_platycephalus,34.011959999999995,135.76474
AB108717,Chimarrogale_platycephalus,34.011959999999995,135.76474
AB108718,Chimarrogale_platycephalus,34.23333,135.16666999999998
AB108719,Chimarrogale_platycephalus,34.23333,135.16666999999998
AB108720,Chimarrogale_platycephalus,34.521229999999996,136.38296
AB108721,Chimarrogale_platycephalus,34.98333,138.38333
AB108722,Chimarrogale_platycephalus,36.024840000000005,137.49421999999998
AB108723,Chimarrogale_platycephalus,36.08333,137.36667
AB108724,Chimarrogale_platycephalus,35.84036,137.69028
AB108725,Chimarrogale_platycephalus,36.06528,138.72014
AB108726,Chimarrogale_platycephalus,36.06528,138.72014
AB108727,Chimarrogale_platycephalus,36.062329999999996,138.59011
AB108728,Chimarrogale_platycephalus,35.82756,137.95378
AB108729,Chimarrogale_platycephalus,35.88814,137.93814
AB108730,Chimarrogale_platycephalus,35.93333,137.83333000000002
AB108731,Chimarrogale_platycephalus,36.23333,137.96667
AB108732,Chimarrogale_platycephalus,35.03333,134.81667
AB108733,Chimarrogale_platycephalus,35.33333,134.4
AB108734,Chimarrogale_platycephalus,35.03333,134.81667
AB108735,Chimarrogale_platycephalus,35.16,133.03898
AB108736,Chimarrogale_platycephalus,34.23333,131.81667
AB108737,Chimarrogale_platycephalus,34.355909999999994,131.93288
AB108738,Chimarrogale_platycephalus,33.438590000000005,130.26891
AB108739,Chimarrogale_platycephalus,32.84111,130.04306
AB108740,Chimarrogale_platycephalus,35.78333,137.05
AB108741,Chimarrogale_platycephalus,35.5,136.21667
AB108742,Chimarrogale_platycephalus,35.5,136.21667
AB108743,Chimarrogale_platycephalus,36.78011,138.96782
AB108744,Chimarrogale_platycephalus,36.78011,138.96782
AB108745,Chimarrogale_platycephalus,36.78011,138.96782
AB108746,Chimarrogale_platycephalus,37.28262,139.79584
AB108747,Chimarrogale_platycephalus,37.12165,140.28731000000002
AB108748,Chimarrogale_platycephalus,37.12165,140.28731000000002
AB108749,Chimarrogale_platycephalus,37.26137,140.08778999999998
AB108750,Chimarrogale_platycephalus,37.26137,140.08778999999998
AB108751,Chimarrogale_platycephalus,37.26137,140.08778999999998
AB108752,Chimarrogale_platycephalus,37.20991,140.2548
AB108753,Chimarrogale_platycephalus,37.26137,140.08778999999998
AB108754,Chimarrogale_platycephalus,37.26137,140.08778999999998
AB108755,Chimarrogale_platycephalus,38.91667,141.13333
AB108756,Chimarrogale_platycephalus,38.91667,141.13333
AB108757,Chimarrogale_platycephalus,39.6,141.35
AB108758,Chimarrogale_platycephalus,39.6,141.35
AB108759,Chimarrogale_platycephalus,39.6,141.35
AB108760,Chimarrogale_platycephalus,39.6,141.35
AB108761,Chimarrogale_platycephalus,39.6,141.35
AB108762,Chimarrogale_platycephalus,41.04225,140.64356999999998
AB108763,Chimarrogale_platycephalus,40.96949,140.43861
AB108764,Chimarrogale_platycephalus,40.81667,140.73333
AB108765,Chimarrogale_platycephalus,35.59686,135.974
AB108766,Chimarrogale_platycephalus,35.02107,135.75385
AB108767,Chimarrogale_platycephalus,35.39927,135.6821
AB108768,Chimarrogale_platycephalus,35.49576,135.74604
AB108769,Chimarrogale_platycephalus,35.403459999999995,136.03495
AB109793,Mus_caroli,24.1469,120.6839
AB109794,Mus_caroli,20.04583,110.34167
AB109795,Mus_caroli,18.24306,109.505
AB109796,Mus_caroli,25.0,101.5
AB109797,Mus_caroli,25.0,101.5
AB115557,Crocidura_rapax,24.20916,120.90943999999999
AB115558,Crocidura_rapax,23.02166,120.65693999999999
AB115559,Crocidura_rapax,23.59139,120.685
AB119181,Sorex_caecutiens,53.61875,109.63904
AB119183,Sorex_caecutiens,48.48271,135.08379
AB119184,Sorex_caecutiens,48.48271,135.08379
AB119185,Sorex_caecutiens,55.36666700000001,86.06666700000001
AB119186,Sorex_caecutiens,55.36666700000001,86.06666700000001
AB119187,Sorex_caecutiens,52.73806,143.07745
AB119188,Sorex_caecutiens,52.338409999999996,143.06434
AB119189,Sorex_caecutiens,55.0415,82.9346
AB119190,Sorex_caecutiens,40.0,127.0
AB119191,Sorex_caecutiens,40.0,127.0
AB119192,Sorex_caecutiens,55.0415,82.9346
AB125069,Micromys_minutus,35.180170000000004,136.90656
AB125070,Micromys_minutus,34.4,132.45
AB125071,Micromys_minutus,34.4,132.45
AB125072,Micromys_minutus,34.4,132.45
AB125073,Micromys_minutus,34.4,132.45
AB125074,Micromys_minutus,34.4,132.45
AB125075,Micromys_minutus,34.18333,131.46667
AB125076,Micromys_minutus,34.18333,131.46667
AB125077,Micromys_minutus,34.18333,131.46667
AB125078,Micromys_minutus,34.06667,134.56667
AB125079,Micromys_minutus,34.06667,134.56667
AB125080,Micromys_minutus,34.33333,129.33333000000002
AB125081,Micromys_minutus,34.33333,129.33333000000002
AB125082,Micromys_minutus,32.75,129.88333
AB125083,Micromys_minutus,32.75,129.88333
AB125084,Micromys_minutus,31.91667,131.41666999999998
AB125085,Micromys_minutus,31.91667,131.41666999999998
AB125086,Micromys_minutus,31.91667,131.41666999999998
AB125087,Micromys_minutus,31.91667,131.41666999999998
AB125088,Micromys_minutus,31.566670000000002,130.55
AB125089,Micromys_minutus,31.566670000000002,130.55
AB125090,Micromys_minutus,31.566670000000002,130.55
AB125091,Micromys_minutus,42.42387,130.65156000000002
AB125092,Micromys_minutus,35.84278,129.21167
AB125093,Micromys_minutus,37.87472,127.73416999999999
AB125094,Micromys_minutus,46.94212,6.99947
AB125095,Micromys_minutus,46.894890000000004,6.936889999999999
AB125096,Micromys_minutus,46.894890000000004,6.936889999999999
AB125097,Micromys_minutus,46.8917,6.91122
AB125098,Micromys_minutus,49.07685,1.52998
AB125099,Micromys_minutus,52.27264,8.0498
AB125100,Micromys_minutus,52.27264,8.0498
AB125760,Mus_booduga,12.29791,76.63925
AB125761,Mus_booduga,28.00242,84.62009
AB125762,Mus_caroli,19.88601,102.13503
AB125767,Mus_cookii,19.883333,102.133333
AB125768,Mus_cookii,19.88601,102.13503
AB125769,Mus_cookii,19.88601,102.13503
AB125770,Mus_macedonicus,32.81841,34.9885
AB125776,Mus_terricolor,12.29791,76.63925
AB125778,Mus_terricolor,22.3384,91.83168
AB125779,Mus_fragilicauda,15.345820000000002,106.72368
AB125780,Mus_fragilicauda,15.345820000000002,106.72368
AB125782,Mus_platythrix,12.29791,76.63925
AB127978,Chodsigoa_sodalis,24.0,121.0
AB127979,Cryptotis_mexicana,17.06542,-96.72365
AB164483,Apodemus_speciosus,42.99167,143.20028
AB164484,Apodemus_speciosus,38.0,138.41666999999998
AB164485,Apodemus_speciosus,38.0,138.41666999999998
AB164486,Apodemus_speciosus,35.6895,139.69171
AB164487,Apodemus_speciosus,34.3667,139.2667
AB164488,Apodemus_speciosus,34.3667,139.2667
AB164489,Apodemus_speciosus,34.085359999999994,139.52122
AB164490,Apodemus_speciosus,34.33333,129.33333000000002
AB164491,Apodemus_speciosus,32.75,129.88333
AB164492,Apodemus_speciosus,31.91667,131.41666999999998
AB164493,Apodemus_speciosus,31.91667,131.41666999999998
AB164494,Apodemus_speciosus,31.566670000000002,130.55
AB164495,Apodemus_speciosus,31.566670000000002,130.55
AB164496,Apodemus_speciosus,31.566670000000002,130.55
AB164497,Apodemus_speciosus,45.24201,141.18643
AB164498,Apodemus_speciosus,45.24201,141.18643
AB164499,Apodemus_speciosus,43.32472,141.85861
AB164500,Apodemus_speciosus,43.005829999999996,141.68972
AB164501,Apodemus_speciosus,43.005829999999996,141.68972
AB164502,Apodemus_speciosus,41.97444,140.69146
AB164503,Apodemus_speciosus,42.071670000000005,139.43291000000002
AB164504,Apodemus_speciosus,42.071670000000005,139.43291000000002
AB164505,Apodemus_speciosus,42.071670000000005,139.43291000000002
AB164506,Apodemus_speciosus,40.81667,140.73333
AB164507,Apodemus_speciosus,40.81667,140.73333
AB164508,Apodemus_speciosus,40.32139,141.45833000000002
AB164509,Apodemus_speciosus,39.97683,140.54289
AB164510,Apodemus_speciosus,39.31667,141.53333
AB164511,Apodemus_speciosus,38.06646,139.37436
AB164512,Apodemus_speciosus,37.48333,141.0
AB164513,Apodemus_speciosus,37.60079,140.07181
AB164514,Apodemus_speciosus,37.4,140.38333
AB164515,Apodemus_speciosus,36.38333,139.73333
AB164516,Apodemus_speciosus,36.51495,138.4935
AB164517,Apodemus_speciosus,36.4756,138.86667
AB164518,Apodemus_speciosus,35.6,140.11667
AB164519,Apodemus_speciosus,35.146209999999996,140.31507
AB164520,Apodemus_speciosus,35.350429999999996,139.87028999999998
AB164521,Apodemus_speciosus,35.41667,139.33333000000002
AB164522,Apodemus_speciosus,35.6895,139.69171
AB164523,Apodemus_speciosus,34.32713,139.21823
AB164524,Apodemus_speciosus,34.085359999999994,139.52122
AB164525,Apodemus_speciosus,34.085359999999994,139.52122
AB164526,Apodemus_speciosus,34.085359999999994,139.52122
AB164527,Apodemus_speciosus,35.11667,138.91666999999998
AB164528,Apodemus_speciosus,34.88358,139.03673999999998
AB164529,Apodemus_speciosus,35.36138,138.86777
AB164530,Apodemus_speciosus,35.19846,138.80772
AB164531,Apodemus_speciosus,35.19846,138.80772
AB164532,Apodemus_speciosus,35.685359999999996,139.75309
AB164533,Apodemus_speciosus,35.08333,137.81667
AB164534,Apodemus_speciosus,35.08333,137.81667
AB164535,Apodemus_speciosus,35.36667,138.13333
AB164536,Apodemus_speciosus,35.36667,138.13333
AB164537,Apodemus_speciosus,37.15,140.45
AB164538,Apodemus_speciosus,35.3098,135.71341999999999
AB164539,Apodemus_speciosus,34.23333,135.16666999999998
AB164540,Apodemus_speciosus,33.643840000000004,135.93649
AB164541,Apodemus_speciosus,33.643840000000004,135.93649
AB164542,Apodemus_speciosus,34.48333,136.7
AB164543,Apodemus_speciosus,33.812726,135.772399
AB164544,Apodemus_speciosus,36.08333,133.08333000000002
AB164545,Apodemus_speciosus,36.08333,133.08333000000002
AB164546,Apodemus_speciosus,36.25,133.26667
AB164547,Apodemus_speciosus,34.77772,135.2635
AB164548,Apodemus_speciosus,34.98333,132.98333
AB164549,Apodemus_speciosus,34.492,134.29363999999998
AB164550,Apodemus_speciosus,36.081540000000004,138.77386
AB164551,Apodemus_speciosus,33.61667,132.85
AB164552,Apodemus_speciosus,33.85478,134.09548999999998
AB164553,Apodemus_speciosus,33.08333,133.1
AB164554,Apodemus_speciosus,34.33333,129.33333000000002
AB164555,Apodemus_speciosus,32.79733,130.69171
AB164556,Apodemus_speciosus,32.01667,130.8
AB164557,Apodemus_speciosus,31.566670000000002,130.55
AB164558,Apodemus_speciosus,30.38557,130.65902
AB164559,Apodemus_speciosus,30.66667,131.0
AB164560,Apodemus_speciosus,30.66667,131.0
AB164561,Apodemus_speciosus,31.566670000000002,130.55
AB164562,Apodemus_speciosus,31.566670000000002,130.55
AB164563,Apodemus_speciosus,31.566670000000002,130.55
AB164564,Apodemus_speciosus,31.566670000000002,130.55
AB164565,Apodemus_speciosus,29.866670000000003,129.86667
AB164566,Apodemus_speciosus,29.866670000000003,129.86667
AB164567,Apodemus_speciosus,29.866670000000003,129.86667
AB164568,Apodemus_speciosus,30.66667,131.0
AB164569,Apodemus_speciosus,29.866670000000003,129.86667
AB164570,Apodemus_argenteus,43.06667,141.35
AB164571,Apodemus_argenteus,38.0,138.41666999999998
AB164572,Apodemus_argenteus,34.88358,139.03673999999998
AB164573,Apodemus_argenteus,35.08333,137.81667
AB164574,Apodemus_argenteus,35.3098,135.71341999999999
AB164575,Apodemus_argenteus,36.25,133.26667
AB164576,Apodemus_argenteus,36.08333,133.08333000000002
AB164577,Apodemus_argenteus,34.492,134.29363999999998
AB164578,Apodemus_argenteus,34.247170000000004,133.99471
AB164579,Apodemus_argenteus,32.75,129.88333
AB164580,Apodemus_argenteus,32.79733,130.69171
AB164581,Apodemus_argenteus,32.92139,129.95389
AB164582,Apodemus_argenteus,30.38557,130.65902
AB164583,Apodemus_argenteus,34.247170000000004,133.99471
AB164584,Apodemus_argenteus,43.005829999999996,141.68972
AB164585,Apodemus_argenteus,43.005829999999996,141.68972
AB164586,Apodemus_argenteus,40.81667,140.73333
AB164587,Apodemus_argenteus,40.5,141.5
AB164588,Apodemus_argenteus,38.0,138.41666999999998
AB164589,Apodemus_argenteus,37.4,140.38333
AB164590,Apodemus_argenteus,36.50747,138.98235
AB164591,Apodemus_argenteus,36.75,139.61667
AB164592,Apodemus_argenteus,36.75,139.61667
AB164593,Apodemus_argenteus,36.4756,138.86667
AB164594,Apodemus_argenteus,36.4756,138.86667
AB164595,Apodemus_argenteus,35.99028,139.07639
AB164596,Apodemus_argenteus,35.61667,138.6
AB164597,Apodemus_argenteus,35.36138,138.86777
AB164598,Apodemus_argenteus,34.96667,139.08333000000002
AB164599,Apodemus_argenteus,34.88358,139.03673999999998
AB164600,Apodemus_argenteus,34.88358,139.03673999999998
AB164601,Apodemus_argenteus,35.180170000000004,136.90656
AB164602,Apodemus_argenteus,34.23333,135.16666999999998
AB164603,Apodemus_argenteus,34.23333,135.16666999999998
AB164604,Apodemus_argenteus,33.643840000000004,135.93649
AB164605,Apodemus_argenteus,36.25,133.26667
AB164606,Apodemus_argenteus,36.25,133.26667
AB164607,Apodemus_argenteus,35.5,134.23333
AB164608,Apodemus_argenteus,33.57177,130.85403
AB164609,Apodemus_argenteus,32.01667,130.8
AB164610,Apodemus_argenteus,32.01667,130.8
AB164611,Apodemus_argenteus,31.91667,131.41666999999998
AB164612,Apodemus_argenteus,31.91667,131.41666999999998
AB164613,Apodemus_argenteus,30.38557,130.65902
AB164614,Apodemus_argenteus,34.232,131.3027
AB175071,Neomys_fodiens,47.84864,88.13361
AB175074,Suncus_murinus,26.5,127.93333
AB175075,Suncus_murinus,24.1469,120.6839
AB175076,Suncus_stoliczkanus,27.66667,84.0
AB175077,Suncus_stoliczkanus,27.66667,84.0
AB175079,Crocidura_fuliginosa,22.80165,104.80583
AB175080,Crocidura_tanakae,23.91566,120.66386999999999
AB175081,Crocidura_tanakae,23.91566,120.66386999999999
AB175082,Crocidura_attenuata,22.80165,104.80583
AB175083,Crocidura_attenuata,22.80165,104.80583
AB175084,Crocidura_wuchihensis,22.80165,104.80583
AB175085,Crocidura_wuchihensis,22.80165,104.80583
AB175086,Crocidura_rapax,23.91566,120.66386999999999
AB175088,Anourosorex_yamashinai,23.91566,120.66386999999999
AB175089,Anourosorex_yamashinai,23.46333,120.58166000000001
AB175090,Anourosorex_squamipes,18.58783,98.48631
AB175091,Anourosorex_squamipes,18.58783,98.48631
AB175092,Chimarrogale_himalayica,27.701690000000003,85.3206
AB175093,Chimarrogale_himalayica,27.701690000000003,85.3206
AB175094,Chimarrogale_himalayica,18.58944,105.47923999999999
AB175096,Neomys_fodiens,55.0415,82.9346
AB175097,Neomys_fodiens,59.88,23.225279999999998
AB175098,Neomys_fodiens,46.462740000000004,6.23616
AB175099,Neomys_anomalus,46.23045,7.366060000000001
AB175100,Neomys_anomalus,46.462740000000004,6.23616
AB175101,Soriculus_nigrescens,28.0,84.0
AB175102,Chodsigoa_sodalis,23.238822,120.83428899999998
AB175103,Chodsigoa_caovansunga,22.80165,104.80583
AB175104,Chodsigoa_caovansunga,22.80165,104.80583
AB175105,Chodsigoa_parca,22.80165,104.80583
AB175106,Chodsigoa_parca,22.80165,104.80583
AB175107,Episoriculus_fumidus,23.91566,120.66386999999999
AB175108,Episoriculus_fumidus,23.46333,120.58166000000001
AB175109,Episoriculus_macrurus,28.266890000000004,83.96851
AB175110,Episoriculus_macrurus,28.164609999999996,85.33896999999999
AB175111,Episoriculus_leucops,28.0,84.0
AB175112,Episoriculus_caudatus,28.068479999999997,85.35025999999999
AB175113,Episoriculus_caudatus,28.068479999999997,85.35025999999999
AB175114,Episoriculus_caudatus,27.571063,85.405722
AB175115,Episoriculus_caudatus,28.0,84.0
AB175116,Sorex_fumeus,40.31073,-79.46696
AB175117,Sorex_saussurei,17.66667,-100.0
AB175118,Sorex_saussurei,17.66667,-100.0
AB175119,Sorex_alpinus,46.33207,7.28315
AB175120,Sorex_alpinus,46.25347,7.097510000000001
AB175124,Sorex_antinorii,42.4667,13.55
AB175126,Sorex_daphaenodon,59.5638,150.80347
AB175127,Sorex_tundrensis,59.5638,150.80347
AB175128,Sorex_roboratus,59.5638,150.80347
AB175129,Sorex_minutissimus,43.07782,131.61236
AB175130,Sorex_minutissimus,43.07782,131.61236
AB175131,Sorex_gracillimus,44.01173,142.15157
AB175132,Sorex_minutus,55.0415,82.9346
AB175133,Sorex_minutus,45.8245,11.27249
AB175134,Blarina_brevicauda,43.66,-84.73
AB175135,Cryptotis_parva,31.4044,-100.46207
AB175136,Cryptotis_goldmani,17.55639,-99.68694
AB175137,Cryptotis_goldmani,17.55639,-99.68694
AB175138,Cryptotis_goldmani,17.55639,-99.68694
AB175139,Cryptotis_magna,17.44781,-96.5041
AB175140,Cryptotis_magna,17.44781,-96.5041
AB175141,Cryptotis_magna,17.44781,-96.5041
AB175142,Cryptotis_mexicana,17.44781,-96.5041
AB175143,Cryptotis_mexicana,17.44781,-96.5041
AB175144,Blarinella_griselda,22.80165,104.80583
